sqft,beds,baths,parking,age_of_property,price_in_rupees,furnishing_status_encoded,location_Bangalore,location_Bangalore_Whitefield,location_Bhubaneswar,location_Chandigarh,location_Chennai,location_Delhi,location_Delhi_VasantVihar,location_Gurgaon_DLF,location_Hyderabad,location_Hyderabad_Gachibowli,location_Indore,location_Jaipur,location_Kochi,location_Kolkata,location_Lucknow,location_Mumbai,location_Mumbai_Bandra,location_Noida_Sector150,location_Pune,property_type_independent_house,property_type_villa,price_per_sqft,total_rooms,age_category_recent,age_category_old,age_category_very_old
2.120477673638664,0.32033089357059885,0.6957974758684338,0.677360682760496,-1.247702488139161,133051716,-1.2883132528016616,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2.1666335969145973,0.5233834077852229,False,False,False
-0.1440808073152661,0.32033089357059885,0.6957974758684338,-0.7374919183058141,1.7560017481198962,23207969,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.20967932823147742,0.5233834077852229,False,False,True
-0.38399973174559865,-1.4780179826152182,-1.0546364256873746,-0.7374919183058141,1.652425739973032,12403404,1.2883132528016616,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.8225810508045472,-1.295104002543456,False,False,True
-0.2295195609793054,-1.4780179826152182,-1.0546364256873746,-0.7374919183058141,1.3416977155324399,10306666,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0723495712916102,-1.295104002543456,False,False,True
0.2675786421569232,1.2195053316635074,0.6957974758684338,2.092213283826806,0.3059376340637996,28803434,1.2883132528016616,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.20911133360129952,0.9780052603673925,False,True,False
-0.33135565120513,-0.5788435445223097,-0.1794194749094704,0.677360682760496,1.238121707385576,27661955,1.2883132528016616,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3385828054687832,-0.3858602973791165,False,False,True
1.9029972097665642,1.2195053316635074,1.571014426646338,2.092213283826806,-1.351278496286025,42505757,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.47901604801058967,1.4326271129495622,False,False,False
-0.17169737415616768,-0.5788435445223097,-0.1794194749094704,0.677360682760496,-0.21194240667052058,12795353,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.9218092335585362,-0.3858602973791165,False,True,False
-1.0994414164677053,-1.4780179826152182,-1.0546364256873746,-0.7374919183058141,-1.351278496286025,24354693,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0210059700267644,-1.295104002543456,False,False,False
-0.0068609908245363315,-0.5788435445223097,-1.0546364256873746,2.092213283826806,1.7560017481198962,10947600,-1.2883132528016616,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.1221831421353594,-0.8404821499612861,False,False,True
0.018166522875030733,-0.5788435445223097,-0.1794194749094704,0.677360682760496,-0.7298224474048408,23074130,1.2883132528016616,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.35855189653255115,-0.3858602973791165,True,False,False
1.0434315668435021,3.0178542078493247,2.446231377424242,-0.7374919183058141,-1.0405504718454328,53295619,1.2883132528016616,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.3660770403935624,2.7964926706960713,False,False,False
1.664804320763788,1.2195053316635074,0.6957974758684338,0.677360682760496,1.134545699238712,87604404,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.1423016570975595,0.9780052603673925,False,False,True
0.02852273544036883,-0.5788435445223097,-0.1794194749094704,0.677360682760496,-1.351278496286025,32889392,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2556548067093714,-0.3858602973791165,False,False,False
0.2908801204289339,-0.5788435445223097,-0.1794194749094704,0.677360682760496,0.5130896503575276,15887705,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.9454445662714764,-0.3858602973791165,False,True,False
